Date;Temperature;Humidity;Precipitation;HDD;CDD
2012-11-13;26.91;77.55;0.00;0.00;1.91
2012-11-14;24.77;80.27;5.96;0.00;0.00
2012-11-15;25.32;81.18;5.91;0.00;0.32
2012-11-16;26.86;76.64;0.55;0.00;1.86
2012-11-17;26.55;70.45;1.64;0.00;1.55
2012-11-18;25.64;68.55;0.37;0.00;0.64
2012-11-19;25.82;74.73;0.00;0.00;0.82
2012-11-20;26.32;77.27;0.65;0.00;1.32
2012-11-21;28.27;70.09;0.14;0.00;3.27
2012-11-22;29.27;63.64;2.26;0.00;4.27
2012-11-23;29.86;62.45;0.00;0.00;4.86
2012-11-24;28.77;71.45;0.05;0.00;3.77
2012-11-25;25.32;83.73;0.37;0.00;0.32
2012-11-26;26.05;79.18;0.25;0.00;1.05
2012-11-27;25.64;79.36;0.00;0.00;0.64
2012-11-28;26.59;75.09;0.00;0.00;1.59
2012-11-29;29.09;69.27;0.00;0.00;4.09
2012-11-30;27.86;66.36;0.05;0.00;2.86
2012-12-1;27.14;69.55;0.00;0.00;2.14
2012-12-2;27.27;71.18;0.00;0.00;2.27
2012-12-3;27.95;67.64;0.07;0.00;2.95
2012-12-4;28.05;65.18;0.00;0.00;3.05
2012-12-5;29.14;65.91;0.00;0.00;4.14
2012-12-6;28.14;69.18;0.00;0.00;3.14
2012-12-7;30.09;66.27;0.00;0.00;5.09
2012-12-8;29.91;68.55;0.00;0.00;4.91
2012-12-9;28.95;70.73;0.00;0.00;3.95
2012-12-10;26.19;75.50;0.00;0.00;1.19
2012-12-11;27.70;75.80;0.61;0.00;2.70
2012-12-12;28.00;78.20;0.61;0.00;3.00
2012-12-13;28.30;73.00;0.00;0.00;3.30
2012-12-14;27.30;75.00;0.41;0.00;2.30
2012-12-15;28.60;68.00;0.00;0.00;3.60
2012-12-16;28.20;65.80;0.00;0.00;3.20
2012-12-17;29.60;62.80;0.00;0.00;4.60
2012-12-18;29.90;63.00;0.00;0.00;4.90
2012-12-19;29.30;63.20;0.00;0.00;4.30
2012-12-20;28.60;65.60;0.00;0.00;3.60
2012-12-21;28.70;67.60;0.00;0.00;3.70
2012-12-22;28.90;61.20;0.00;0.00;3.90
2012-12-23;28.60;60.60;0.00;0.00;3.60
2012-12-24;28.30;65.20;0.00;0.00;3.30
2012-12-25;29.40;60.40;0.00;0.00;4.40
2012-12-26;30.30;61.60;0.00;0.00;5.30
2012-12-27;29.50;60.60;0.00;0.00;4.50
2012-12-28;29.30;63.20;0.00;0.00;4.30
2012-12-29;28.60;66.40;0.20;0.00;3.60
2012-12-30;28.10;61.00;0.00;0.00;3.10
2012-12-31;28.00;61.80;0.00;0.00;3.00
2013-1-1;27.58;64.33;0.17;0.00;2.58
2013-1-2;29.75;61.17;0.00;0.00;4.75
2013-1-3;27.92;64.67;0.04;0.00;2.92
2013-1-4;29.00;58.33;0.00;0.00;4.00
2013-1-5;29.42;59.33;0.34;0.00;4.42
2013-1-6;29.75;59.00;0.17;0.00;4.75
2013-1-7;29.33;63.67;0.09;0.00;4.33
2013-1-8;28.38;71.00;0.00;0.00;3.38
2013-1-9;27.62;74.50;0.17;0.00;2.62
2013-1-10;27.08;77.08;0.00;0.00;2.08
2013-1-11;24.54;81.83;3.41;0.00;0.00
2013-1-12;26.04;82.17;0.00;0.00;1.04
2013-1-13;26.88;74.92;0.09;0.00;1.88
2013-1-14;26.21;75.75;0.09;0.00;1.21
2013-1-15;26.21;78.08;0.00;0.00;1.21
2013-1-16;26.42;84.33;0.85;0.00;1.42
2013-1-17;26.88;80.67;3.05;0.00;1.88
2013-1-18;27.58;77.17;0.61;0.00;2.58
2013-1-19;28.25;76.33;4.57;0.00;3.25
2013-1-20;27.83;78.75;2.16;0.00;2.83
2013-1-21;26.42;81.33;4.42;0.00;1.42
2013-1-22;26.67;76.25;0.13;0.00;1.67
2013-1-23;26.67;76.92;0.17;0.00;1.67
2013-1-24;27.09;78.82;1.73;0.00;2.09
2013-1-25;28.50;79.09;0.09;0.00;3.50
2013-1-26;27.05;84.91;0.09;0.00;2.05
2013-1-27;26.36;87.18;0.46;0.00;1.36
2013-1-28;25.27;86.18;2.01;0.00;0.27
2013-1-29;26.27;84.00;0.00;0.00;1.27
2013-1-30;27.55;80.91;0.00;0.00;2.55
2013-1-31;26.14;82.45;0.00;0.00;1.14
2013-2-1;28.33;75.75;0.00;0.00;3.33
2013-2-2;28.33;73.75;0.00;0.00;3.33
2013-2-3;29.04;72.25;0.00;0.00;4.04
2013-2-4;27.62;76.25;0.34;0.00;2.62
2013-2-5;27.50;78.08;0.00;0.00;2.50
2013-2-6;26.62;75.75;0.00;0.00;1.62
2013-2-7;26.75;77.25;0.51;0.00;1.75
2013-2-8;27.88;76.17;3.66;0.00;2.88
2013-2-9;28.17;74.50;0.09;0.00;3.17
2013-2-10;28.79;72.75;0.00;0.00;3.79
2013-2-11;29.08;68.08;0.00;0.00;4.08
2013-2-12;30.21;63.67;0.09;0.00;5.21
2013-2-13;30.12;63.67;0.00;0.00;5.12
2013-2-14;30.04;63.67;0.00;0.00;5.04
2013-2-15;29.54;73.08;0.06;0.00;4.54
2013-2-16;30.29;65.92;0.00;0.00;5.29
2013-2-17;29.67;66.25;0.00;0.00;4.67
2013-2-18;29.54;66.58;0.00;0.00;4.54
2013-2-19;29.54;65.08;0.11;0.00;4.54
2013-2-20;29.46;62.17;0.11;0.00;4.46
2013-2-21;28.83;64.50;1.76;0.00;3.83
2013-2-22;29.17;69.25;0.51;0.00;4.17
2013-2-23;29.00;69.67;0.17;0.00;4.00
2013-2-24;28.92;67.33;0.25;0.00;3.92
2013-2-25;29.17;70.58;0.32;0.00;4.17
2013-2-26;29.92;67.58;0.00;0.00;4.92
2013-2-27;29.42;73.83;0.00;0.00;4.42
2013-2-28;28.42;75.42;0.00;0.00;3.42
2013-3-1;25.46;80.83;0.00;0.00;0.46
2013-3-2;26.58;76.67;0.00;0.00;1.58
2013-3-3;28.88;70.58;0.00;0.00;3.88
2013-3-4;29.79;67.25;0.00;0.00;4.79
2013-3-5;30.75;66.58;0.00;0.00;5.75
2013-3-6;31.00;67.25;0.00;0.00;6.00
2013-3-7;30.29;70.67;0.00;0.00;5.29
2013-3-8;29.96;69.67;0.00;0.00;4.96
2013-3-9;30.12;69.08;0.00;0.00;5.12
2013-3-10;30.38;66.33;0.00;0.00;5.38
2013-3-11;30.75;70.25;0.00;0.00;5.75
2013-3-12;31.38;66.50;0.00;0.00;6.38
2013-3-13;30.83;70.83;0.00;0.00;5.83
2013-3-14;28.54;75.42;0.30;0.00;3.54
2013-3-15;27.54;76.33;0.25;0.00;2.54
2013-3-16;28.71;70.67;0.42;0.00;3.71
2013-3-17;28.88;72.75;0.17;0.00;3.88
2013-3-18;27.38;77.17;0.17;0.00;2.38
2013-3-19;24.96;78.58;0.91;0.00;0.00
2013-3-20;25.58;76.67;0.06;0.00;0.58
2013-3-21;26.42;76.67;0.17;0.00;1.42
2013-3-22;28.54;76.58;0.17;0.00;3.54
2013-3-23;27.71;77.17;0.23;0.00;2.71
2013-3-24;27.25;76.25;0.06;0.00;2.25
2013-3-25;26.29;80.75;1.76;0.00;1.29
2013-3-26;26.21;79.67;0.00;0.00;1.21
2013-3-27;26.75;80.50;0.25;0.00;1.75
2013-3-28;26.75;76.25;2.84;0.00;1.75
2013-3-29;26.08;75.67;0.17;0.00;1.08
2013-3-30;24.88;80.33;1.33;0.00;0.00
2013-3-31;25.88;81.42;0.34;0.00;0.88
2013-4-1;28.23;74.45;0.90;0.00;3.23
2013-4-2;27.32;75.73;0.00;0.00;2.32
2013-4-3;26.86;78.09;0.37;0.00;1.86
